CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,U104,U105,U202_01,U203,U204,U204_01,U204_02,U204_03,U204_04,U204_05,U204_06,U204_07,U205,U205_01,U205_02,U205_03,U205_04,U205_05,U205_06,U205_07,U205_08,U205_09,U205_10,U206,U207,U208,U208_02,U208_03,U208_04,U208_05,U208_07,U208_08,U208_09,U208_10,U208_11,U208_12,U208_13,U208_14,U208_15,U208_16,U208_16a,U209,U210,U210_01,U210_02,U210_03,U210_04,U210_05,U210_06,U210_07,U210_08,U210_09,U210_10,U210_11,U210_12,U210_13,U210_16,U210_15,U210_14,U210_14a,U211,U212,U212_01,U212_02,U212_03,U212_04,U212_05,U212_06,U212_07,U212_08,U212_09,U212_10,U212_11,U212_12,U212_13,U212_14,U212_14a,U213,U213_02,U302_01,U302_02,U302_03,U303_01,U303_02,U303_03,U303_04,U303_05,U303_06,U304_01,U305_01,U402_01,U402_02,U402_03,U402_04,U402_05,U403_01,U403_02,U403_03,U403_04,U403_05,U403_06,U403_07,U403_08,U403_09,U403_10,U403_11,U403_12,U404_03,U404_04,U404_05,U404_06,U404_07,U405_01,U405_02,U405_03,U405_04,U502_01,U502_02,U502_03,U502_04,U502_05,U502_06,U503_01,U503_02,U503_03,U503_04,U503_05,U503_06,U504_01,U504_02,U504_03,U504_04,U504_05,U504_06,U504_07,U504_08,U504_09,U504_10,U504_11,U504_12,U504_13,U504_14,U504_15,U504_16,U504_17,U504_18,U602_01,U602_02,U602_03,U602_04,U602_05,U602_06,U602_07,U602_08,U602_09,U602_10,U602_11,U602_12,U602_13,U602_14,U602_15,U602_16,U603_01,U603_02,U603_03,U603_04,U603_05,U603_06,U603_07,U603_08,U603_09,U603_10,U603_11,U603_12,U603_14,U603_16,U603_17,U604_01,U604_02,U604_03,U604_04,U604_05,U604_06,U604_07,U604_08,U605_01,U605_02,U605_03,U605_04,U606,U607_01,U607_02,U607_03,U607_04,U607_05,U607_06,U607_07,U607_08,U607_09,U702_01,U702_02,U702_03,U702_04,U702_05,U702_06,U702_07,U702_08,U702_09,U702_10,U703_01,U703_02,U703_03,U703_04,U703_05,U703_06,U703_07,U703_08,U703_09,U703_10,U703_11,U703_12,U704_01,U704_02,U704_03,U704_04,U704_05,U704_06,U704_07,U704_08,U704_09,U705,U706_01_CN,U706_01_1,U706_01_2,U706_01_3,U706_01_4,U706_02_CN,U706_02_1,U706_02_2,U706_02_3,U706_02_4,U706_03_CN,U706_03_1,U706_03_2,U706_03_3,U706_03_4,U706_04_CN,U706_04_1,U706_04_2,U706_04_3,U706_04_4,U706_05_CN,U706_05_1,U706_05_2,U706_05_3,U706_05_4,U706_06_CN,U706_06_1,U706_06_2,U706_06_3,U706_06_4,U706_07_CN,U706_07_1,U706_07_2,U706_07_3,U706_07_4,U706_08_CN,U706_08_1,U706_08_2,U706_08_3,U706_08_4,U706_09_CN,U706_09_1,U706_09_2,U706_09_3,U706_09_4,U708_01,U710_01,U710_02,U710_03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
2816,NA,NA,US-01,interview,45642.736342592594,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,45642.73646990741,1,0,1,1,0,0,2
2823,NA,NA,US-01,interview,45642.737719907411,1,1,47,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,2,Italy,0,40,20,5,1,9,3,1,0,10,4,3,4,3,3,1,3,2,3,3,3,2,3,3,2,2,1,2,2,1,1,2,1,2,2,1,1,3,4,4,4,4,4,4,3,4,3,4,3,3,3,4,2,3,3,3,3,3,3,3,4,3,2,4,3,3,3,4,4,5,4,3,4,2,2,2,4,3,3,4,4,4,4,3,3,3,3,3,3,4,4,3,2,3,4,1,3,2,4,4,4,4,2,3,2,2,4,4,4,4,1,4,2,4,4,4,2,4,2,2,2,4,2,5,1,1,1,1,5,5,4,2,2,5,2,1,1,2,3,1,4,2,4,2,3,4,5,3,1,4,4,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,NA,4,2,0,1223,17,63,97,86,196,77,35,84,41,53,97,28,67,37,7,59,2,NA,NA,1068,NA,45642.764004629629,1,0,18,18,1,0,0.99
2829,NA,NA,US-01,interview,45642.738935185182,1,1,70,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,45,30,15,20,0,5,3,0,2,30,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,9,36,31,71,41,32,20,7,10,6,8,6,6,6,5,6,6,7,NA,NA,313,NA,45642.74255787037,1,0,18,18,75,75,13912
2831,NA,NA,US-01,interview,45642.738981481481,1,1,38,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,Australia,30,60,19,8,0,4,1,0,0,8,6,3,3,3,4,3,2,2,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,5,3,3,3,4,3,5,5,5,3,2,3,3,3,2,3,2,3,2,2,4,2,2,2,5,5,5,3,4,5,1,1,1,5,5,5,4,4,4,4,2,4,3,4,4,4,3,4,3,2,3,4,1,3,2,3,4,5,5,1,1,1,2,5,5,5,4,2,5,1,5,5,1,1,5,2,1,1,4,3,4,2,2,3,2,4,4,5,2,2,5,4,2,2,1,2,5,5,5,3,1,-1,2,5,5,-1,-1,3,1,3,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,3,2,2,2,1,3,2,2,2,1,0,1,1,1,1,0,1,1,1,1,NA,4,1,0,11,12,92,202,51,130,44,20,52,15,37,79,29,48,27,5,55,2,NA,NA,911,NA,45642.749525462961,1,0,18,18,2,0,16072
2836,NA,NA,US-01,interview,45642.740451388891,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,45642.740937499999,1,0,1,1,0,0,0.52
2841,NA,NA,US-01,interview,45642.7419212963,1,1,58,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,England,70,5,10,20,0,4,1,0,0,12,0,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,3,2,4,2,3,3,3,3,3,3,4,2,4,4,4,2,1,3,3,2,1,3,2,3,4,2,3,2,5,5,5,4,5,2,1,1,1,2,2,2,5,5,5,4,2,2,2,3,3,3,4,3,1,3,3,3,4,4,2,3,3,3,2,1,1,1,3,3,3,3,2,2,2,4,3,2,3,3,3,3,3,2,4,2,4,2,1,3,2,4,4,3,2,2,4,3,2,2,2,3,3,3,4,2,1,1,2,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,26,53,150,65,136,75,28,54,38,53,2426,49,71,38,8,NA,3,NA,NA,954,NA,45642.779976851853,1,0,18,18,0,0,1
2843,NA,NA,US-01,interview,45642.742326388892,1,1,73,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,2,2,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,2,Switzerland,36,18,5,0,0,0,3,1,0,15,1,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,4,3,3,3,3,3,4,2,4,2,4,4,2,3,4,4,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,2,3,3,3,4,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,1,1,2,3,2,2,2,2,5,2,5,3,2,3,3,3,2,3,3,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,2,3,5,4,3,-1,-1,-1,-1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,34,208,182,102,262,190,55,138,66,107,2389,54,87,55,9,NA,4,NA,NA,1699,NA,45642.788576388892,1,0,18,18,0,0,0.57
2846,NA,NA,US-01,interview,45642.745520833334,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,45642.745949074073,1,0,1,1,0,0,0.59
2847,NA,NA,US-01,interview,45642.745613425926,1,1,80,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,6,6,1,5,0,5,1,0,0,5,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,5,3,4,4,4,1,5,1,5,1,5,2,4,4,4,3,2,2,1,1,1,4,1,3,3,3,1,1,5,5,4,3,4,3,1,1,1,3,4,5,5,4,5,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,-9,2,3,3,3,3,1,1,1,2,5,5,4,4,2,5,1,5,3,2,2,4,3,1,1,3,3,4,2,2,3,2,4,4,4,1,1,2,2,1,1,2,1,2,4,2,4,2,-1,-1,4,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,49,54,1609,264,182,175,50,105,57,81,116,54,261,106,26,NA,21,NA,NA,1701,NA,45642.782951388886,1,0,18,18,7,7,0.59
2849,NA,NA,US-01,interview,45642.745729166665,1,1,40,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,Psychology,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,6,6,5,1,1,1,1,0,0,40,0,3,4,4,4,3,2,1,3,3,3,1,2,3,2,1,1,3,2,2,1,2,1,2,1,1,2,3,5,5,5,3,4,4,2,3,3,4,3,4,5,5,5,4,5,2,4,2,3,2,4,5,4,5,5,2,2,5,5,5,5,5,5,1,1,1,5,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,1,4,4,1,3,1,4,1,4,4,2,2,1,3,4,4,4,4,1,4,3,5,3,3,3,4,2,2,2,5,2,5,1,2,2,1,5,5,5,2,2,5,4,3,2,3,3,4,4,2,4,1,1,3,4,4,1,2,4,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,3,2,2,2,1,3,2,2,2,1,0,1,1,1,1,NA,2,2,0,26,17,53,84,67,137,56,38,49,23,47,55,31,44,24,4,76,2,NA,NA,833,NA,45642.755370370367,1,0,18,18,1,0,11689
2853,NA,NA,US-01,interview,45642.747210648151,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,45642.747627314813,1,0,1,1,0,0,0.61
2857,NA,NA,US-01,interview,45642.748703703706,1,1,35,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Computer Science,1,NA,6,0,0,0,0,0,0,0,0,15,2,2,2,3,3,2,3,1,3,3,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,4,5,4,4,4,4,4,2,2,3,4,2,4,4,4,5,4,4,2,4,2,2,2,3,4,3,4,4,3,2,5,4,5,3,4,4,1,2,2,5,5,4,4,4,4,4,2,4,3,3,3,3,4,3,3,2,4,4,1,3,2,5,5,5,4,2,1,1,2,4,4,4,4,1,5,1,4,5,1,1,5,2,2,2,3,4,4,2,2,1,2,4,4,-1,-1,-1,4,2,3,3,2,2,2,2,2,4,1,4,-1,-1,1,-1,-1,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,3,2,0,11,16,63,59,157,129,68,30,73,22,48,77,29,54,36,6,47,2,NA,NA,927,NA,45642.759432870371,1,0,18,18,2,0,46388
2862,NA,NA,US-01,interview,45642.749861111108,1,1,65,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Physiology and Pharmacology,1,NA,0,0,15,1,0,3,2,0,0,8,1,2,2,2,3,3,3,2,3,2,3,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,3,4,2,3,2,3,5,2,4,2,4,1,4,4,4,3,3,2,4,4,2,3,3,4,4,3,4,3,1,3,5,4,4,5,4,3,2,1,1,3,4,3,4,3,4,3,3,3,2,3,4,4,4,3,2,2,3,4,2,2,2,4,4,3,5,1,1,1,3,3,5,3,3,2,4,2,3,3,3,3,3,3,2,3,3,4,2,3,3,1,3,5,3,4,1,-1,4,-1,2,1,3,2,3,3,3,-1,3,4,3,4,2,-1,-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,20,82,115,90,290,114,55,141,47,76,230,51,93,61,8,NA,2,NA,NA,1519,NA,45642.767442129632,1,0,18,18,0,0,0.76
2872,NA,NA,US-01,interview,45642.754988425928,1,1,52,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,0,60,10,0,10,0,0,0,0,4,0,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,4,4,4,5,4,2,4,2,4,2,5,4,5,3,2,2,3,4,2,3,2,4,4,4,5,4,2,2,5,5,4,4,4,3,1,1,1,4,3,4,4,4,4,4,3,3,3,2,1,2,3,4,2,2,3,4,3,3,1,2,4,3,4,2,1,1,3,3,4,5,3,1,5,1,5,3,3,2,4,3,2,2,4,4,4,2,2,4,2,4,4,-1,-1,-1,4,2,3,4,4,2,2,4,2,3,2,3,4,5,3,2,2,3,1,2,2,2,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,0,1,1,1,1,0,1,1,1,1,NA,1,1,0,62,31,96,150,149,414,222,54,166,52,157,182,49,96,99,13,91,5,NA,NA,2088,NA,45642.779166666667,1,0,18,18,3,2,0.55
2877,NA,NA,US-01,interview,45642.75675925926,1,1,53,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,8,4,0,0,0,0,0,0,0,5,2,3,4,5,5,4,2,3,2,2,3,2,2,2,3,3,2,2,1,2,2,3,2,2,2,3,2,3,5,3,1,2,4,3,3,2,4,2,4,4,5,2,5,3,5,1,3,5,4,2,4,3,2,2,3,5,4,5,5,5,4,4,3,1,1,1,5,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,2,3,4,2,4,1,5,5,5,5,1,1,1,1,5,5,5,5,1,5,1,5,4,1,2,5,3,2,2,3,4,3,3,4,4,3,4,3,1,1,2,2,4,2,2,4,3,5,5,5,3,2,3,-1,-1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,44,398,103,69,188,80,104,109,199,61,99,38,69,42,11,NA,5,NA,NA,1298,NA,45642.775706018518,1,0,18,18,0,0,0.77
2880,NA,NA,US-01,interview,45642.758576388886,1,1,36,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,NA,30,60,8,2,0,4,1,0,0,0,0,2,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,4,4,2,5,2,5,5,3,2,1,2,2,1,1,5,2,4,5,3,1,1,5,5,5,5,5,4,1,1,1,4,5,5,5,5,5,5,2,3,3,4,4,3,4,2,3,2,4,4,1,4,2,5,5,5,5,1,1,1,3,5,5,5,5,2,5,1,5,4,1,1,5,2,1,1,5,3,5,1,1,1,1,5,5,4,1,1,4,1,1,1,1,1,1,1,1,3,1,3,3,4,4,1,3,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,2,0,0,3317,15,86,91,53,108,42,21,41,12,44,57,19,28,32,5,26,6,NA,NA,708,NA,45642.804918981485,1,0,18,18,3,1,18994
